altman_z_score,leverage_ratio,current_ratio,defaulted
1.99816047538945,0.24810634307089574,1.154264209339765,0
4.302857225639665,0.5335207579026865,1.1174469976799997,0
3.4279757672456204,0.7983566687011266,2.7656364513025915,0
2.8946339367881464,0.685779909127649,1.1238654996237654,0
1.124074561769746,0.7452489182891598,1.1798743153215776,0
1.1239780813448106,0.627026693368574,2.398495656044909,0
0.7323344486727978,0.6538212516142821,1.62434960612635,0
3.9647045830997407,0.7793565212522555,2.441776392387953,0
2.904460046972835,0.2997344070873488,0.663415393910963,0
3.332290311184182,0.4915399709145124,1.7189279841834608,0
0.5823379771832098,0.2769675534556818,0.5840340004582065,0
4.379639408647977,0.8901344063973177,0.6566330086383863,0
3.829770563201687,0.8552474717492906,2.7660936333610273,0
1.3493564427131046,0.13154144909480472,0.8481134277939879,0
1.2272998688284025,0.6644601380125508,1.8310517056880427,0
1.2336180394137353,0.8401986539325327,1.5277390065017664,0
1.716968971838151,0.24446027610186682,1.3683583156471066,0
2.5990257265289514,0.5543561844421036,2.7495833642181813,0
2.227780074568463,0.8323906380704336,0.5545584919387238,0
1.6649165607921677,0.12715678286863907,2.1594742154389728,0
2.947411578889518,0.657936213797472,2.908486085533876,0
1.0579754426081673,0.33787920589804066,1.900420458654605,0
1.6685785941408726,0.8395169563012244,2.8420561550827297,0
1.9654473731747668,0.8768465961322942,0.6306446982150594,0
2.3242799368681437,0.8554131912907472,1.5469832976854034,0
3.6407038455720544,0.479371373325971,1.1503944774051278,0
1.298695128633439,0.7896341207914508,2.3270524124518244,0
2.5569377536544464,0.7756395188280564,2.9532427262431167,0
2.86965827544817,0.35528037859460454,1.1413251561106195,0
0.6858016508799909,0.7631323793205419,2.1354365036851863,0
2.9301794076057535,0.1296061077723941,0.9952440818993503,0
1.1820964947491661,0.5770159027856424,1.9133256364290248,0
0.7602063719411181,0.28400706983016244,1.6598312167208404,0
4.2955421490133325,0.19645350862182306,2.9300133240788426,0
4.362528132298237,0.16156256130336732,2.0213181817411665,0
3.7335893924658445,0.6570310207025118,1.373765930217047,0
1.7184550766934827,0.37189997101445293,0.7852394622198334,0
0.8906884560255355,0.6798134172230093,0.8781170718373363,0
3.2369321060486276,0.15228507263915392,1.0632923248780877,0
2.260609974958405,0.3522322702644883,1.127416653350745,0
0.9881529393791153,0.5315930339002698,2.6265401446028447,0
